0.21,0.87,11.57
-1.38,0.35,10.62
-0.42,0.07,9.91
-1.00,-0.18,9.25
-1.17,2.89,10.62
1.48,1.22,9.98
1.90,0.57,10.18
1.33,0.80,10.70
1.20,0.83,11.20
0.22,0.81,11.64
-0.72,0.88,11.66
-3.00,1.30,11.55
-3.63,2.13,12.24
-2.79,2.27,13.16
-2.80,2.35,13.36
-3.39,2.39,13.10
-2.93,2.16,12.94
-0.99,1.57,13.13
0.26,1.16,13.17
-0.11,1.26,12.49
-1.31,1.99,11.45
-2.18,2.22,10.89
-2.43,2.08,10.62
-3.10,2.33,10.47
-3.48,2.41,10.28
-3.48,1.89,10.11
-3.34,1.50,9.98
-2.91,1.21,10.15
-2.55,0.64,10.44
-2.60,1.07,10.61
-2.77,1.86,10.71
-2.60,2.32,10.97
-2.00,2.75,11.20
-1.41,2.97,11.35
-0.96,2.86,11.45
-1.11,2.59,11.29
-1.57,2.80,11.37
-1.61,3.06,11.31
-1.09,3.15,10.65
-1.08,2.86,10.03
-1.44,2.48,9.44
-1.70,2.24,8.84
-2.04,2.17,8.70
-2.11,1.91,8.24
-2.26,1.65,7.85
-1.53,1.05,6.65
-1.87,0.83,6.29
-3.22,1.07,7.42
-3.45,1.40,8.14
-3.39,1.52,8.63
-3.68,1.46,8.76
-3.83,1.20,8.77
-3.47,1.12,8.48
-3.52,1.05,8.43
-3.89,1.03,8.38
-3.96,1.11,8.37
-4.00,1.28,8.66
-4.27,1.43,9.05
-4.14,0.82,8.10
-4.20,0.39,7.61
-4.61,0.26,7.35
-4.48,0.28,7.48
-4.53,0.30,7.82
-4.41,0.36,7.90
-4.51,0.16,7.83
-4.63,-0.16,7.78
-4.88,-0.40,7.74
-5.28,-0.99,7.37
-5.49,-1.27,7.35
-5.78,-1.28,7.89
-6.02,-1.85,7.70
-5.59,-1.71,6.64
-5.79,-0.33,9.83
-5.40,-0.31,10.56
-5.62,-0.93,9.79
-5.70,-1.35,9.05
-5.78,-2.40,7.10
-6.04,-2.96,5.50
-6.29,-2.61,6.57
-6.38,-2.18,7.56
-6.51,-1.64,8.73
-6.62,-1.57,8.77
-6.54,-1.79,8.45
-6.51,-2.05,8.35
-6.41,-2.36,7.56
-5.99,-2.61,8.18
-6.28,-2.97,6.44
-6.26,-2.91,7.16
-6.30,-2.49,8.06
-6.11,-2.22,8.33
-5.79,-1.86,8.65
-5.77,-1.20,9.24
-5.32,-1.34,8.87
-4.08,-2.09,7.86
-4.44,-1.87,8.02
-5.08,-1.43,8.41
-5.49,-1.19,8.47
-5.70,-0.89,8.77
-5.62,-1.00,8.52
-5.25,-1.59,7.38
-5.13,-1.59,7.16
